cliente,id_requisicao,latencia_ms,status,timestamp
1,0,0.6091594696044922,200,1761071283.2206137
0,0,1.2583732604980469,200,1761071283.2206655
3,0,0.6561279296875,200,1761071283.2209105
2,0,0.8730888366699219,200,1761071283.2209487
4,0,0.5013942718505859,200,1761071283.221086
1,1,0.7994174957275391,200,1761071283.221595
0,1,0.8573532104492188,200,1761071283.221618
3,1,0.7579326629638672,200,1761071283.2218142
2,1,0.9133815765380859,200,1761071283.2219703
4,1,1.153707504272461,200,1761071283.2223473
1,2,0.8282661437988281,200,1761071283.2225304
0,2,1.0120868682861328,200,1761071283.222714
3,2,1.0669231414794922,200,1761071283.2229512
2,2,1.1489391326904297,200,1761071283.2232206
4,2,1.1529922485351562,200,1761071283.2235787
1,3,1.1730194091796875,200,1761071283.2237728
0,3,1.232147216796875,200,1761071283.224017
3,3,1.2590885162353516,200,1761071283.224279
2,3,1.1401176452636719,200,1761071283.2244399
4,3,1.102447509765625,200,1761071283.22475
1,4,1.0957717895507812,200,1761071283.2249393
0,4,1.1456012725830078,200,1761071283.225245
3,4,1.0256767272949219,200,1761071283.2253733
2,4,1.0030269622802734,200,1761071283.2255642
4,4,0.9112358093261719,200,1761071283.2257366
1,5,1.0137557983398438,200,1761071283.226044
0,5,0.9999275207519531,200,1761071283.2263207
3,5,0.9679794311523438,200,1761071283.2264123
2,5,0.9720325469970703,200,1761071283.2266078
4,5,1.1518001556396484,200,1761071283.2269504
1,6,1.0101795196533203,200,1761071283.2271287
0,6,0.8523464202880859,200,1761071283.2272465
3,6,0.9558200836181641,200,1761071283.2274446
2,6,1.1811256408691406,200,1761071283.2278605
4,6,1.1136531829833984,200,1761071283.2281346
1,7,1.062631607055664,200,1761071283.2282624
0,7,1.0640621185302734,200,1761071283.2284043
3,7,1.2691020965576172,200,1761071283.2287774
2,7,1.003265380859375,200,1761071283.2289455
4,7,1.0840892791748047,200,1761071283.2292914
1,8,1.0268688201904297,200,1761071283.2293577
0,8,0.9846687316894531,200,1761071283.2294626
3,8,0.9832382202148438,200,1761071283.2298205
2,8,0.9627342224121094,200,1761071283.2300124
4,8,0.9112358093261719,200,1761071283.2302964
1,9,1.1773109436035156,200,1761071283.2306042
0,9,1.1749267578125,200,1761071283.2307422
3,9,0.9901523590087891,200,1761071283.2308729
2,9,1.1246204376220703,200,1761071283.231213
4,9,1.0242462158203125,200,1761071283.2313936
1,10,1.0325908660888672,200,1761071283.231705
0,10,1.0266304016113281,200,1761071283.2318394
3,10,1.0750293731689453,200,1761071283.2320247
2,10,0.8218288421630859,200,1761071283.2321067
4,10,0.9183883666992188,200,1761071283.2323875
1,11,0.9353160858154297,200,1761071283.2327113
0,11,0.9071826934814453,200,1761071283.2328186
3,11,1.0349750518798828,200,1761071283.2331283
2,11,1.0745525360107422,200,1761071283.2332606
4,11,0.9059906005859375,200,1761071283.2333732
1,12,0.9686946868896484,200,1761071283.233744
0,12,1.0199546813964844,200,1761071283.2339249
3,12,0.9438991546630859,200,1761071283.2341535
2,12,1.0099411010742188,200,1761071283.2343392
4,12,1.049041748046875,200,1761071283.2345207
1,13,1.0113716125488281,200,1761071283.23481
0,13,0.9198188781738281,200,1761071283.234924
3,13,0.9911060333251953,200,1761071283.2352037
2,13,0.9632110595703125,200,1761071283.2353606
4,13,0.8950233459472656,200,1761071283.235505
1,14,0.9500980377197266,200,1761071283.2358453
0,14,0.995635986328125,200,1761071283.236011
3,14,0.9438991546630859,200,1761071283.23621
2,14,0.9512901306152344,200,1761071283.236371
4,14,0.8637905120849609,200,1761071283.2364776
1,15,0.8974075317382812,200,1761071283.2368095
0,15,0.873565673828125,200,1761071283.2369626
3,15,0.9400844573974609,200,1761071283.2372167
2,15,0.9377002716064453,200,1761071283.2373674
4,15,1.0180473327636719,200,1761071283.2375827
1,16,0.8513927459716797,200,1761071283.237719
0,16,0.7729530334472656,200,1761071283.2378056
3,16,0.9808540344238281,200,1761071283.2382596
2,16,0.9915828704833984,200,1761071283.238416
4,16,0.8828639984130859,200,1761071283.2385674
1,17,0.8981227874755859,200,1761071283.238674
0,17,0.9839534759521484,200,1761071283.2388742
3,17,0.8161067962646484,200,1761071283.2391346
2,17,0.8389949798583984,200,1761071283.2393115
4,17,0.8060932159423828,200,1761071283.2394674
1,18,0.8709430694580078,200,1761071283.239633
0,18,0.9551048278808594,200,1761071283.2399068
3,18,0.873565673828125,200,1761071283.2400663
2,18,0.9791851043701172,200,1761071283.2403483
4,18,0.9226799011230469,200,1761071283.2405748
1,19,1.1179447174072266,200,1761071283.240848
0,19,1.0323524475097656,200,1761071283.2410169
3,19,1.1448860168457031,200,1761071283.2412732
2,19,1.0526180267333984,200,1761071283.24146
4,19,1.0035037994384766,200,1761071283.2416456
